"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Nova Scotia","2016A000212","Engineering","Dollars","81","units ","0","v62427203","4.9","9832","","","","0"
"2018/2019","Nova Scotia","2016A000212","Architecture","Dollars","81","units ","0","v62427189","4.10","7436","","","","0"
"2018/2019","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427190","4.11","7553","","","","0"
"2018/2019","Nova Scotia","2016A000212","Dentistry","Dollars","81","units ","0","v62427191","4.12","24850","","","","0"
"2018/2019","Nova Scotia","2016A000212","Medicine","Dollars","81","units ","0","v62427192","4.13","20067","","","","0"
"2018/2019","Nova Scotia","2016A000212","Nursing","Dollars","81","units ","0","v62427193","4.14","7812","","","","0"
"2018/2019","Nova Scotia","2016A000212","Pharmacy","Dollars","81","units ","0","v62427194","4.15","11479","","","","0"
"2018/2019","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427195","4.17","7980","","","","0"
"2018/2019","Nova Scotia","2016A000212","Personal, protective and transportation services","Dollars","81","units ","0","v1001399410","4.18","7800","","","","0"
"2018/2019","New Brunswick","2016A000213","Total, field of study","Dollars","81","units ","0","v1001414659","5.19","7108","","","","0"
"2018/2019","New Brunswick","2016A000213","Education","Dollars","81","units ","0","v62427204","5.1","6660","","","","0"
"2018/2019","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427208","5.2","7434","","","","0"
"2018/2019","New Brunswick","2016A000213","Humanities","Dollars","81","units ","0","v62427209","5.3","7098","","","","0"
"2018/2019","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427210","5.4","6976","","","","0"
"2018/2019","New Brunswick","2016A000213","Law","Dollars","81","units ","0","v62427211","5.5","9366","","","","0"
"2018/2019","New Brunswick","2016A000213","Business, management and public administration","Dollars","81","units ","0","v62427212","5.6","7181","","","","0"
"2018/2019","New Brunswick","2016A000213","Physical and life sciences and technologies","Dollars","81","units ","0","v62427213","5.7","7304","","","","0"
"2018/2019","New Brunswick","2016A000213","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427214","5.8","6834","","","","0"
"2018/2019","New Brunswick","2016A000213","Engineering","Dollars","81","units ","0","v62427215","5.9","7615","","","","0"
"2018/2019","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427205","5.11","6864","","","","0"
"2018/2019","New Brunswick","2016A000213","Nursing","Dollars","81","units ","0","v62427206","5.14","6485","","","","0"
"2018/2019","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427207","5.17","6369","","","","0"
"2018/2019","Quebec","2016A000224","Total, field of study","Dollars","81","units ","0","v1001414660","6.19","2961","","","","0"
"2018/2019","Quebec","2016A000224","Education","Dollars","81","units ","0","v62427216","6.1","2577","","","","0"
"2018/2019","Quebec","2016A000224","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427225","6.2","3319","","","","0"
"2018/2019","Quebec","2016A000224","Humanities","Dollars","81","units ","0","v62427226","6.3","3884","","","","0"
"2018/2019","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427227","6.4","3054","","","","0"
"2018/2019","Quebec","2016A000224","Law","Dollars","81","units ","0","v62427228","6.5","2881","","","","0"
"2018/2019","Quebec","2016A000224","Business, management and public administration","Dollars","81","units ","0","v62427229","6.6","2792","","","","0"
"2018/2019","Quebec","2016A000224","Physical and life sciences and technologies","Dollars","81","units ","0","v62427230","6.7","3202","","","","0"
"2018/2019","Quebec","2016A000224","Mathematics, computer and information sciences","Dollars","81","units ","0","v62427231","6.8","3058","","","","0"
"2018/2019","Quebec","2016A000224","Engineering","Dollars","81","units ","0","v62427232","6.9","2885","","","","0"
"2018/2019","Quebec","2016A000224","Architecture","Dollars","81","units ","0","v62427217","6.10","2788","","","","0"
"2018/2019","Quebec","2016A000224","Agriculture, natural resources and conservation","Dollars","81","units ","0","v62427218","6.11","2840","","","","0"
"2018/2019","Quebec","2016A000224","Dentistry","Dollars","81","units ","0","v62427219","6.12","3962","","","","0"
"2018/2019","Quebec","2016A000224","Medicine","Dollars","81","units ","0","v62427220","6.13","3265","","","","0"
"2018/2019","Quebec","2016A000224","Nursing","Dollars","81","units ","0","v62427221","6.14","2674","","","","0"
"2018/2019","Quebec","2016A000224","Pharmacy","Dollars","81","units ","0","v62427222","6.15","2620","","","","0"
"2018/2019","Quebec","2016A000224","Veterinary medicine","Dollars","81","units ","0","v62427223","6.16","2629","","","","0"
"2018/2019","Quebec","2016A000224","Other health, parks, recreation and fitness","Dollars","81","units ","0","v62427224","6.17","2990","","","","0"
"2018/2019","Quebec","2016A000224","Personal, protective and transportation services","Dollars","81","units ","0","v114648201","6.18","2482","","","","0"
"2018/2019","Ontario","2016A000235","Total, field of study","Dollars","81","units ","0","v1001414661","7.19","8838","","","","0"
"2018/2019","Ontario","2016A000235","Education","Dollars","81","units ","0","v62427233","7.1","7016","","","","0"
"2018/2019","Ontario","2016A000235","Visual and performing arts, and communications technologies","Dollars","81","units ","0","v62427242","7.2","7223","","","","0"
"2018/2019","Ontario","2016A000235","Humanities","Dollars","81","units ","0","v62427243","7.3","6790","","","","0"
"2018/2019","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Dollars","81","units ","0","v62427244","7.4","6825","","","","0"
"2018/2019","Ontario","2016A000235","Law","Dollars","81","units ","0","v62427245","7.5","21614","","","","0"
"2018/2019","Ontario","2016A000235","Business, management and public administration","Dollars","81","units ","0","v62427246","7.6","10570","","","","0"
"2018/2019","Ontario","2016A000235","Physical and life sciences and technologies","Dollars","81","units ","0","v62427247","7.7","7607","","","","0"
